Date,Category,Type,Amount
30-08-2013,Coffee/Snacks,Expense,-14.41
30-08-2013,Transportation,Expense,-53.19
30-08-2013,Groceries,Expense,-79.38
30-08-2013,Coffee/Snacks,Expense,-3.34
31-08-2013,Transportation,Expense,-73.31
31-08-2013,Groceries,Expense,-135.18
31-08-2013,Transportation,Expense,-17.99
31-08-2013,Coffee/Snacks,Expense,-18.38
31-08-2013,Transportation,Expense,-71.01
01-09-2013,Rent/Mortgage,Expense,-1500
01-09-2013,Entertainment,Expense,-83.24
01-09-2013,Transportation,Expense,-54.32
01-09-2013,Salary,Income,2500
01-09-2013,Transportation,Expense,-57.31
01-09-2013,Transportation,Expense,-66.66
01-09-2013,Groceries,Expense,-124.49
02-09-2013,Eating Out,Expense,-74.5
02-09-2013,Coffee/Snacks,Expense,-7.11
02-09-2013,Groceries,Expense,-143.36
02-09-2013,Eating Out,Expense,-89.59
03-09-2013,Eating Out,Expense,-59.66
03-09-2013,Eating Out,Expense,-24.71
03-09-2013,Groceries,Expense,-75.05
03-09-2013,Eating Out,Expense,-62.18
03-09-2013,Coffee/Snacks,Expense,-6.03
04-09-2013,Coffee/Snacks,Expense,-16.6
04-09-2013,Eating Out,Expense,-36.81
04-09-2013,Transportation,Expense,-71.31
04-09-2013,Eating Out,Expense,-55.84
04-09-2013,Coffee/Snacks,Expense,-11.69
05-09-2013,Utilities,Expense,-80.18
05-09-2013,Eating Out,Expense,-96.05
05-09-2013,Groceries,Expense,-147.4
05-09-2013,Transportation,Expense,-64.93
05-09-2013,Coffee/Snacks,Expense,-14.91
06-09-2013,Groceries,Expense,-108.91
06-09-2013,Transportation,Expense,-25.47
06-09-2013,Coffee/Snacks,Expense,-17.36
06-09-2013,Transportation,Expense,-37.57
07-09-2013,Transportation,Expense,-68.74
07-09-2013,Transportation,Expense,-11.64
07-09-2013,Eating Out,Expense,-92.6
07-09-2013,Eating Out,Expense,-49.52
07-09-2013,Groceries,Expense,-59.31
07-09-2013,Eating Out,Expense,-65.94
08-09-2013,Eating Out,Expense,-58.75
08-09-2013,Transportation,Expense,-33.06
08-09-2013,Coffee/Snacks,Expense,-18.18
08-09-2013,Transportation,Expense,-61.38
08-09-2013,Coffee/Snacks,Expense,-4.45
09-09-2013,Transportation,Expense,-24.61
09-09-2013,Transportation,Expense,-66.98
09-09-2013,Transportation,Expense,-30.31
09-09-2013,Eating Out,Expense,-86.76
09-09-2013,Transportation,Expense,-28.07
10-09-2013,Transportation,Expense,-25.79
10-09-2013,Groceries,Expense,-84.26
10-09-2013,Groceries,Expense,-110.04
10-09-2013,Groceries,Expense,-140.94
11-09-2013,Groceries,Expense,-38.69
11-09-2013,Eating Out,Expense,-98.83
11-09-2013,Coffee/Snacks,Expense,-18.78
11-09-2013,Transportation,Expense,-74.15
12-09-2013,Eating Out,Expense,-70.91
12-09-2013,Eating Out,Expense,-59.36
12-09-2013,Transportation,Expense,-21.73
12-09-2013,Groceries,Expense,-22.37
13-09-2013,Coffee/Snacks,Expense,-11.78
13-09-2013,Groceries,Expense,-27.33
13-09-2013,Coffee/Snacks,Expense,-6.99
13-09-2013,Groceries,Expense,-94.14
14-09-2013,Eating Out,Expense,-92.57
14-09-2013,Eating Out,Expense,-49.5
14-09-2013,Transportation,Expense,-30.08
14-09-2013,Coffee/Snacks,Expense,-20.7
14-09-2013,Transportation,Expense,-25.88
14-09-2013,Coffee/Snacks,Expense,-21.67
15-09-2013,Transportation,Expense,-68.83
15-09-2013,Coffee/Snacks,Expense,-19.16
15-09-2013,Transportation,Expense,-15.27
15-09-2013,Eating Out,Expense,-95.96
15-09-2013,Phone/Internet,Expense,-103.44
15-09-2013,Salary,Income,2500
16-09-2013,Eating Out,Expense,-13.94
16-09-2013,Coffee/Snacks,Expense,-4
16-09-2013,Eating Out,Expense,-17.49
16-09-2013,Groceries,Expense,-56.82
16-09-2013,Eating Out,Expense,-87.91
16-09-2013,Eating Out,Expense,-96.12
17-09-2013,Coffee/Snacks,Expense,-3.74
17-09-2013,Eating Out,Expense,-45.34
17-09-2013,Groceries,Expense,-65.44
17-09-2013,Groceries,Expense,-86.51
18-09-2013,Eating Out,Expense,-98.62
18-09-2013,Transportation,Expense,-38.13
18-09-2013,Groceries,Expense,-134.55
18-09-2013,Coffee/Snacks,Expense,-17.38
18-09-2013,Groceries,Expense,-117.63
18-09-2013,Transportation,Expense,-67.42
19-09-2013,Coffee/Snacks,Expense,-24.57
19-09-2013,Eating Out,Expense,-33.31
19-09-2013,Eating Out,Expense,-89.48
19-09-2013,Coffee/Snacks,Expense,-8.79
19-09-2013,Eating Out,Expense,-50.83
20-09-2013,Coffee/Snacks,Expense,-13.92
20-09-2013,Eating Out,Expense,-88.55
20-09-2013,Coffee/Snacks,Expense,-7.01
20-09-2013,Transportation,Expense,-66.94
21-09-2013,Groceries,Expense,-88.09
21-09-2013,Groceries,Expense,-127.36
21-09-2013,Groceries,Expense,-74.87
21-09-2013,Groceries,Expense,-107.58
21-09-2013,Entertainment,Expense,-243.22
22-09-2013,Transportation,Expense,-45.46
22-09-2013,Eating Out,Expense,-63.68
22-09-2013,Groceries,Expense,-143.8
22-09-2013,Groceries,Expense,-148.2
23-09-2013,Transportation,Expense,-56.8
23-09-2013,Coffee/Snacks,Expense,-5.51
23-09-2013,Coffee/Snacks,Expense,-12.42
23-09-2013,Groceries,Expense,-89.05
23-09-2013,Coffee/Snacks,Expense,-4.46
23-09-2013,Groceries,Expense,-40.44
23-09-2013,Transportation,Expense,-58.91
24-09-2013,Shopping,Expense,-37
24-09-2013,Transportation,Expense,-66.2
24-09-2013,Groceries,Expense,-16.34
24-09-2013,Groceries,Expense,-73.42
24-09-2013,Eating Out,Expense,-35.75
24-09-2013,Transportation,Expense,-38.51
24-09-2013,Eating Out,Expense,-78.11
24-09-2013,Eating Out,Expense,-36.98
25-09-2013,Eating Out,Expense,-34.89
25-09-2013,Groceries,Expense,-16.75
25-09-2013,Eating Out,Expense,-49.98
25-09-2013,Eating Out,Expense,-78.51
26-09-2013,Coffee/Snacks,Expense,-7.35
26-09-2013,Coffee/Snacks,Expense,-21.52
26-09-2013,Groceries,Expense,-37.05
26-09-2013,Groceries,Expense,-110.83
26-09-2013,Groceries,Expense,-24.07
26-09-2013,Coffee/Snacks,Expense,-9.13
26-09-2013,Eating Out,Expense,-22.28
27-09-2013,Eating Out,Expense,-21.61
27-09-2013,Coffee/Snacks,Expense,-11.98
27-09-2013,Coffee/Snacks,Expense,-21.89
27-09-2013,Groceries,Expense,-79.72
28-09-2013,Coffee/Snacks,Expense,-16.97
28-09-2013,Coffee/Snacks,Expense,-6.51
28-09-2013,Coffee/Snacks,Expense,-19.26
28-09-2013,Eating Out,Expense,-65.89
28-09-2013,Transportation,Expense,-16.18
28-09-2013,Transportation,Expense,-74.13
28-09-2013,Eating Out,Expense,-12.36
29-09-2013,Eating Out,Expense,-61.86
29-09-2013,Groceries,Expense,-136.41
29-09-2013,Coffee/Snacks,Expense,-7.58
29-09-2013,Coffee/Snacks,Expense,-16.29
30-09-2013,Coffee/Snacks,Expense,-16.99
30-09-2013,Coffee/Snacks,Expense,-6.54
30-09-2013,Transportation,Expense,-11.89
30-09-2013,Transportation,Expense,-46.66
30-09-2013,Eating Out,Expense,-48.77
30-09-2013,Transportation,Expense,-68.12
01-10-2013,Coffee/Snacks,Expense,-8.06
01-10-2013,Salary,Income,2500
01-10-2013,Rent/Mortgage,Expense,-1500
01-10-2013,Groceries,Expense,-65.4
01-10-2013,Transportation,Expense,-23.64
01-10-2013,Eating Out,Expense,-20.97
01-10-2013,Groceries,Expense,-28.81
01-10-2013,Groceries,Expense,-101.77
02-10-2013,Eating Out,Expense,-13.08
02-10-2013,Transportation,Expense,-24.39
02-10-2013,Transportation,Expense,-51.84
02-10-2013,Groceries,Expense,-42.53
02-10-2013,Coffee/Snacks,Expense,-19.22
02-10-2013,Eating Out,Expense,-19.68
03-10-2013,Transportation,Expense,-14.78
03-10-2013,Transportation,Expense,-13.57
03-10-2013,Groceries,Expense,-70.58
03-10-2013,Coffee/Snacks,Expense,-16.05
03-10-2013,Transportation,Expense,-25.04
03-10-2013,Transportation,Expense,-39.4
04-10-2013,Coffee/Snacks,Expense,-5.55
04-10-2013,Transportation,Expense,-17.04
04-10-2013,Groceries,Expense,-93.72
04-10-2013,Coffee/Snacks,Expense,-3.68
04-10-2013,Groceries,Expense,-92.39
04-10-2013,Groceries,Expense,-58.02
05-10-2013,Utilities,Expense,-176.35
05-10-2013,Eating Out,Expense,-56.13
05-10-2013,Eating Out,Expense,-38.38
05-10-2013,Coffee/Snacks,Expense,-22.63
05-10-2013,Coffee/Snacks,Expense,-12.49
05-10-2013,Groceries,Expense,-70.25
06-10-2013,Coffee/Snacks,Expense,-6.81
06-10-2013,Coffee/Snacks,Expense,-8.07
06-10-2013,Eating Out,Expense,-38.77
06-10-2013,Eating Out,Expense,-13.15
06-10-2013,Eating Out,Expense,-34.37
06-10-2013,Groceries,Expense,-131.18
07-10-2013,Coffee/Snacks,Expense,-10.58
07-10-2013,Entertainment,Expense,-75.48
07-10-2013,Transportation,Expense,-37.37
07-10-2013,Coffee/Snacks,Expense,-11.46
07-10-2013,Transportation,Expense,-36.68
07-10-2013,Coffee/Snacks,Expense,-7.73
07-10-2013,Eating Out,Expense,-38.48
07-10-2013,Transportation,Expense,-18.6
08-10-2013,Transportation,Expense,-12.41
08-10-2013,Eating Out,Expense,-87.19
08-10-2013,Groceries,Expense,-79.01
08-10-2013,Eating Out,Expense,-45.65
09-10-2013,Groceries,Expense,-63.53
09-10-2013,Groceries,Expense,-88.5
09-10-2013,Transportation,Expense,-24.03
09-10-2013,Groceries,Expense,-124.09
09-10-2013,Coffee/Snacks,Expense,-4.65
09-10-2013,Coffee/Snacks,Expense,-15.37
09-10-2013,Eating Out,Expense,-77.63
10-10-2013,Transportation,Expense,-53.23
10-10-2013,Eating Out,Expense,-38.7
10-10-2013,Transportation,Expense,-5.18
10-10-2013,Eating Out,Expense,-54.56
10-10-2013,Groceries,Expense,-25.32
10-10-2013,Eating Out,Expense,-64.02
11-10-2013,Groceries,Expense,-63.55
11-10-2013,Transportation,Expense,-51.74
11-10-2013,Transportation,Expense,-57.62
11-10-2013,Eating Out,Expense,-18.55
11-10-2013,Coffee/Snacks,Expense,-11.5
11-10-2013,Coffee/Snacks,Expense,-8.86
11-10-2013,Eating Out,Expense,-55.05
12-10-2013,Transportation,Expense,-57.3
12-10-2013,Transportation,Expense,-51.61
12-10-2013,Eating Out,Expense,-52.34
12-10-2013,Eating Out,Expense,-96.4
12-10-2013,Eating Out,Expense,-35.78
12-10-2013,Coffee/Snacks,Expense,-21.5
12-10-2013,Eating Out,Expense,-67.69
12-10-2013,Shopping,Expense,-135.08
13-10-2013,Coffee/Snacks,Expense,-4.3
13-10-2013,Coffee/Snacks,Expense,-9.4
13-10-2013,Eating Out,Expense,-30.62
13-10-2013,Eating Out,Expense,-27.5
14-10-2013,Groceries,Expense,-116.79
14-10-2013,Groceries,Expense,-23.69
14-10-2013,Eating Out,Expense,-17.67
14-10-2013,Groceries,Expense,-126.04
15-10-2013,Transportation,Expense,-15.39
15-10-2013,Phone/Internet,Expense,-103.12
15-10-2013,Groceries,Expense,-127.18
15-10-2013,Eating Out,Expense,-44.57
15-10-2013,Salary,Income,2500
15-10-2013,Eating Out,Expense,-58.25
15-10-2013,Groceries,Expense,-18.93
15-10-2013,Eating Out,Expense,-70.27
15-10-2013,Coffee/Snacks,Expense,-9.16
16-10-2013,Coffee/Snacks,Expense,-23.18
16-10-2013,Eating Out,Expense,-48.94
16-10-2013,Eating Out,Expense,-64.39
16-10-2013,Eating Out,Expense,-93.86
16-10-2013,Transportation,Expense,-9.38
17-10-2013,Coffee/Snacks,Expense,-12.55
17-10-2013,Coffee/Snacks,Expense,-9.84
17-10-2013,Eating Out,Expense,-45.7
17-10-2013,Entertainment,Expense,-74.92
17-10-2013,Coffee/Snacks,Expense,-4.68
17-10-2013,Transportation,Expense,-49.62
17-10-2013,Coffee/Snacks,Expense,-7.93
18-10-2013,Entertainment,Expense,-115.94
18-10-2013,Transportation,Expense,-58.55
18-10-2013,Coffee/Snacks,Expense,-12.81
18-10-2013,Eating Out,Expense,-65.44
18-10-2013,Transportation,Expense,-12.53
18-10-2013,Transportation,Expense,-8.73
18-10-2013,Groceries,Expense,-58.37
19-10-2013,Eating Out,Expense,-85.77
19-10-2013,Transportation,Expense,-34.03
19-10-2013,Coffee/Snacks,Expense,-23.64
19-10-2013,Eating Out,Expense,-42.78
19-10-2013,Coffee/Snacks,Expense,-17.15
19-10-2013,Transportation,Expense,-11.95
20-10-2013,Eating Out,Expense,-92.68
20-10-2013,Transportation,Expense,-54.47
20-10-2013,Groceries,Expense,-25.16
20-10-2013,Coffee/Snacks,Expense,-4.38
21-10-2013,Eating Out,Expense,-90.45
21-10-2013,Groceries,Expense,-75.73
21-10-2013,Eating Out,Expense,-44.72
21-10-2013,Transportation,Expense,-12.16
21-10-2013,Groceries,Expense,-131.97
22-10-2013,Eating Out,Expense,-33.37
22-10-2013,Transportation,Expense,-21.06
22-10-2013,Transportation,Expense,-60.61
22-10-2013,Coffee/Snacks,Expense,-7.35
23-10-2013,Coffee/Snacks,Expense,-24.81
23-10-2013,Eating Out,Expense,-75.06
23-10-2013,Groceries,Expense,-137.34
23-10-2013,Transportation,Expense,-27.38
23-10-2013,Transportation,Expense,-42.94
23-10-2013,Eating Out,Expense,-90.11
23-10-2013,Coffee/Snacks,Expense,-9.42
24-10-2013,Coffee/Snacks,Expense,-20.76
24-10-2013,Transportation,Expense,-47.39
24-10-2013,Coffee/Snacks,Expense,-16.18
24-10-2013,Coffee/Snacks,Expense,-13.65
25-10-2013,Eating Out,Expense,-51.48
25-10-2013,Groceries,Expense,-81.58
25-10-2013,Groceries,Expense,-20.32
25-10-2013,Coffee/Snacks,Expense,-22.32
25-10-2013,Groceries,Expense,-65.41
25-10-2013,Coffee/Snacks,Expense,-9.51
26-10-2013,Eating Out,Expense,-16.73
26-10-2013,Coffee/Snacks,Expense,-23.35
26-10-2013,Groceries,Expense,-111.31
26-10-2013,Eating Out,Expense,-14.05
27-10-2013,Groceries,Expense,-41.82
27-10-2013,Eating Out,Expense,-10.76
27-10-2013,Transportation,Expense,-31.24
27-10-2013,Coffee/Snacks,Expense,-16.61
27-10-2013,Entertainment,Expense,-176.19
28-10-2013,Transportation,Expense,-30.98
28-10-2013,Groceries,Expense,-43.59
28-10-2013,Groceries,Expense,-38.43
28-10-2013,Eating Out,Expense,-10.7
29-10-2013,Eating Out,Expense,-77.37
29-10-2013,Transportation,Expense,-60.98
29-10-2013,Groceries,Expense,-51.21
29-10-2013,Eating Out,Expense,-58.19
30-10-2013,Eating Out,Expense,-86.84
30-10-2013,Groceries,Expense,-106.73
30-10-2013,Groceries,Expense,-123.62
30-10-2013,Coffee/Snacks,Expense,-5.77
30-10-2013,Coffee/Snacks,Expense,-12.08
31-10-2013,Groceries,Expense,-50.02
31-10-2013,Transportation,Expense,-22.56
31-10-2013,Groceries,Expense,-18.55
31-10-2013,Eating Out,Expense,-13.19
31-10-2013,Groceries,Expense,-104.75
01-11-2013,Eating Out,Expense,-97.92
01-11-2013,Transportation,Expense,-64.88
01-11-2013,Groceries,Expense,-68.98
01-11-2013,Eating Out,Expense,-59.58
01-11-2013,Groceries,Expense,-81.48
01-11-2013,Transportation,Expense,-14.41
01-11-2013,Coffee/Snacks,Expense,-22.58
01-11-2013,Rent/Mortgage,Expense,-1500
01-11-2013,Salary,Income,2500
02-11-2013,Eating Out,Expense,-80.41
02-11-2013,Eating Out,Expense,-15.56
02-11-2013,Groceries,Expense,-28.22
02-11-2013,Groceries,Expense,-35.31
02-11-2013,Transportation,Expense,-38.73
03-11-2013,Entertainment,Expense,-137.85
03-11-2013,Transportation,Expense,-61.83
03-11-2013,Eating Out,Expense,-95.53
03-11-2013,Coffee/Snacks,Expense,-13.45
03-11-2013,Eating Out,Expense,-97.64
03-11-2013,Transportation,Expense,-66.18
03-11-2013,Groceries,Expense,-127.63
04-11-2013,Coffee/Snacks,Expense,-5.16
04-11-2013,Eating Out,Expense,-56.53
04-11-2013,Groceries,Expense,-117.96
04-11-2013,Coffee/Snacks,Expense,-24.77
04-11-2013,Eating Out,Expense,-68.62
05-11-2013,Transportation,Expense,-29.29
05-11-2013,Groceries,Expense,-132.7
05-11-2013,Eating Out,Expense,-39.82
05-11-2013,Eating Out,Expense,-82.9
05-11-2013,Groceries,Expense,-67.16
05-11-2013,Utilities,Expense,-117.15
06-11-2013,Groceries,Expense,-144.91
06-11-2013,Groceries,Expense,-31.71
06-11-2013,Groceries,Expense,-109.98
06-11-2013,Transportation,Expense,-27.15
06-11-2013,Groceries,Expense,-99.53
07-11-2013,Coffee/Snacks,Expense,-15.2
07-11-2013,Transportation,Expense,-37.1
07-11-2013,Eating Out,Expense,-21.06
07-11-2013,Groceries,Expense,-128.88
07-11-2013,Coffee/Snacks,Expense,-5.6
07-11-2013,Eating Out,Expense,-18.94
08-11-2013,Coffee/Snacks,Expense,-21.85
08-11-2013,Groceries,Expense,-147.55
08-11-2013,Eating Out,Expense,-63.74
08-11-2013,Transportation,Expense,-9.17
08-11-2013,Groceries,Expense,-104.37
09-11-2013,Coffee/Snacks,Expense,-5.34
09-11-2013,Groceries,Expense,-37.9
09-11-2013,Transportation,Expense,-72.17
09-11-2013,Groceries,Expense,-56.32
09-11-2013,Transportation,Expense,-30
10-11-2013,Coffee/Snacks,Expense,-12.81
10-11-2013,Eating Out,Expense,-37.98
10-11-2013,Groceries,Expense,-96.73
10-11-2013,Transportation,Expense,-65.66
11-11-2013,Eating Out,Expense,-80
11-11-2013,Groceries,Expense,-106.23
11-11-2013,Coffee/Snacks,Expense,-4.48
11-11-2013,Groceries,Expense,-93.1
11-11-2013,Groceries,Expense,-58.28
12-11-2013,Transportation,Expense,-65.92
12-11-2013,Groceries,Expense,-133.91
12-11-2013,Groceries,Expense,-52.64
12-11-2013,Transportation,Expense,-33.83
12-11-2013,Groceries,Expense,-85.32
12-11-2013,Coffee/Snacks,Expense,-23.28
13-11-2013,Groceries,Expense,-134.64
13-11-2013,Eating Out,Expense,-54.11
13-11-2013,Eating Out,Expense,-49.78
13-11-2013,Groceries,Expense,-63.29
14-11-2013,Eating Out,Expense,-42.02
14-11-2013,Eating Out,Expense,-48.11
14-11-2013,Coffee/Snacks,Expense,-23.06
14-11-2013,Coffee/Snacks,Expense,-14.59
14-11-2013,Groceries,Expense,-126.86
15-11-2013,Eating Out,Expense,-35.63
15-11-2013,Groceries,Expense,-80.94
15-11-2013,Coffee/Snacks,Expense,-20.29
15-11-2013,Groceries,Expense,-54.45
15-11-2013,Coffee/Snacks,Expense,-10.03
15-11-2013,Groceries,Expense,-63.9
15-11-2013,Phone/Internet,Expense,-64.91
15-11-2013,Shopping,Expense,-294.44
15-11-2013,Salary,Income,2500
16-11-2013,Groceries,Expense,-114.7
16-11-2013,Groceries,Expense,-89.23
16-11-2013,Transportation,Expense,-20.21
16-11-2013,Coffee/Snacks,Expense,-21.99
16-11-2013,Eating Out,Expense,-56.31
16-11-2013,Eating Out,Expense,-88.77
17-11-2013,Groceries,Expense,-145.82
17-11-2013,Groceries,Expense,-138.35
17-11-2013,Coffee/Snacks,Expense,-24.53
17-11-2013,Groceries,Expense,-23.75
17-11-2013,Groceries,Expense,-118.48
17-11-2013,Groceries,Expense,-114.5
18-11-2013,Groceries,Expense,-56.85
18-11-2013,Transportation,Expense,-51.84
18-11-2013,Eating Out,Expense,-57.52
18-11-2013,Coffee/Snacks,Expense,-22.84
18-11-2013,Transportation,Expense,-72.61
18-11-2013,Transportation,Expense,-72.88
18-11-2013,Transportation,Expense,-9.55
19-11-2013,Groceries,Expense,-134.4
19-11-2013,Groceries,Expense,-17.85
19-11-2013,Transportation,Expense,-72.24
19-11-2013,Transportation,Expense,-51.84
19-11-2013,Transportation,Expense,-50.89
19-11-2013,Eating Out,Expense,-99.07
19-11-2013,Coffee/Snacks,Expense,-5.12
20-11-2013,Eating Out,Expense,-84.99
20-11-2013,Eating Out,Expense,-26.49
20-11-2013,Transportation,Expense,-5.92
20-11-2013,Groceries,Expense,-21.38
20-11-2013,Eating Out,Expense,-45.28
20-11-2013,Eating Out,Expense,-72.55
21-11-2013,Eating Out,Expense,-19.1
21-11-2013,Coffee/Snacks,Expense,-15.16
21-11-2013,Groceries,Expense,-117.66
21-11-2013,Transportation,Expense,-36.64
22-11-2013,Groceries,Expense,-39.75
22-11-2013,Eating Out,Expense,-35.87
22-11-2013,Coffee/Snacks,Expense,-19.2
22-11-2013,Eating Out,Expense,-26.53
23-11-2013,Coffee/Snacks,Expense,-16.38
23-11-2013,Groceries,Expense,-33.1
23-11-2013,Eating Out,Expense,-87.11
23-11-2013,Groceries,Expense,-26.15
23-11-2013,Eating Out,Expense,-13.84
24-11-2013,Groceries,Expense,-130.88
24-11-2013,Eating Out,Expense,-23.58
24-11-2013,Coffee/Snacks,Expense,-13.17
24-11-2013,Eating Out,Expense,-80.97
24-11-2013,Entertainment,Expense,-78.67
25-11-2013,Groceries,Expense,-42.43
25-11-2013,Coffee/Snacks,Expense,-9.62
25-11-2013,Transportation,Expense,-65.49
25-11-2013,Coffee/Snacks,Expense,-8.1
25-11-2013,Groceries,Expense,-31.33
25-11-2013,Coffee/Snacks,Expense,-11.33
25-11-2013,Transportation,Expense,-17.6
26-11-2013,Transportation,Expense,-50.25
26-11-2013,Transportation,Expense,-20.73
26-11-2013,Groceries,Expense,-74.22
26-11-2013,Coffee/Snacks,Expense,-7.96
27-11-2013,Transportation,Expense,-8.4
27-11-2013,Eating Out,Expense,-33.95
27-11-2013,Eating Out,Expense,-24.64
27-11-2013,Transportation,Expense,-37.24
27-11-2013,Coffee/Snacks,Expense,-14.92
27-11-2013,Transportation,Expense,-41.58
27-11-2013,Groceries,Expense,-46.54
28-11-2013,Eating Out,Expense,-12.54
28-11-2013,Transportation,Expense,-65.06
28-11-2013,Groceries,Expense,-147.75
28-11-2013,Eating Out,Expense,-90.49
28-11-2013,Coffee/Snacks,Expense,-8.54
28-11-2013,Eating Out,Expense,-11.72
28-11-2013,Transportation,Expense,-25.65
29-11-2013,Eating Out,Expense,-37.14
29-11-2013,Transportation,Expense,-72.92
29-11-2013,Coffee/Snacks,Expense,-24.49
29-11-2013,Groceries,Expense,-52.82
29-11-2013,Coffee/Snacks,Expense,-9.35
29-11-2013,Transportation,Expense,-28.71
29-11-2013,Transportation,Expense,-6.57
30-11-2013,Coffee/Snacks,Expense,-20.3
30-11-2013,Transportation,Expense,-16.55
30-11-2013,Eating Out,Expense,-30.87
30-11-2013,Coffee/Snacks,Expense,-15.01
01-12-2013,Groceries,Expense,-67.81
01-12-2013,Rent/Mortgage,Expense,-1500
01-12-2013,Groceries,Expense,-121.16
01-12-2013,Eating Out,Expense,-91.71
01-12-2013,Salary,Income,2500
01-12-2013,Coffee/Snacks,Expense,-6.22
01-12-2013,Eating Out,Expense,-98.42
01-12-2013,Coffee/Snacks,Expense,-12.48
01-12-2013,Transportation,Expense,-40.98
02-12-2013,Transportation,Expense,-60.71
02-12-2013,Groceries,Expense,-53.76
02-12-2013,Transportation,Expense,-5.68
02-12-2013,Transportation,Expense,-7.74
03-12-2013,Coffee/Snacks,Expense,-6.35
03-12-2013,Transportation,Expense,-18.27
03-12-2013,Eating Out,Expense,-45.91
03-12-2013,Transportation,Expense,-56.63
03-12-2013,Eating Out,Expense,-28.13
04-12-2013,Transportation,Expense,-13.24
04-12-2013,Coffee/Snacks,Expense,-20.16
04-12-2013,Groceries,Expense,-66.55
04-12-2013,Groceries,Expense,-48.67
04-12-2013,Coffee/Snacks,Expense,-11.55
04-12-2013,Eating Out,Expense,-47.78
05-12-2013,Utilities,Expense,-105.24
05-12-2013,Coffee/Snacks,Expense,-13.81
05-12-2013,Transportation,Expense,-40.08
05-12-2013,Transportation,Expense,-62.15
05-12-2013,Transportation,Expense,-11.48
05-12-2013,Groceries,Expense,-81.41
05-12-2013,Groceries,Expense,-28.85
06-12-2013,Groceries,Expense,-18.78
06-12-2013,Eating Out,Expense,-26.86
06-12-2013,Eating Out,Expense,-36.09
06-12-2013,Coffee/Snacks,Expense,-24.19
06-12-2013,Transportation,Expense,-11.88
06-12-2013,Eating Out,Expense,-34.57
06-12-2013,Eating Out,Expense,-67.23
07-12-2013,Coffee/Snacks,Expense,-8.87
07-12-2013,Coffee/Snacks,Expense,-21.49
07-12-2013,Transportation,Expense,-12.85
07-12-2013,Eating Out,Expense,-75.39
07-12-2013,Eating Out,Expense,-25.51
08-12-2013,Transportation,Expense,-68.96
08-12-2013,Eating Out,Expense,-94.56
08-12-2013,Eating Out,Expense,-86.15
08-12-2013,Coffee/Snacks,Expense,-20.88
08-12-2013,Transportation,Expense,-25.57
08-12-2013,Groceries,Expense,-23.22
09-12-2013,Groceries,Expense,-120.66
09-12-2013,Transportation,Expense,-61.02
09-12-2013,Coffee/Snacks,Expense,-20.26
09-12-2013,Groceries,Expense,-139.01
09-12-2013,Coffee/Snacks,Expense,-5.37
10-12-2013,Groceries,Expense,-47.32
10-12-2013,Eating Out,Expense,-83.24
10-12-2013,Eating Out,Expense,-89.29
10-12-2013,Coffee/Snacks,Expense,-11.3
10-12-2013,Shopping,Expense,-329.58
11-12-2013,Transportation,Expense,-30.98
11-12-2013,Transportation,Expense,-56.22
11-12-2013,Transportation,Expense,-35.84
11-12-2013,Groceries,Expense,-27.62
11-12-2013,Groceries,Expense,-30.07
11-12-2013,Groceries,Expense,-118.62
12-12-2013,Eating Out,Expense,-36.9
12-12-2013,Coffee/Snacks,Expense,-17.06
12-12-2013,Groceries,Expense,-64.21
12-12-2013,Eating Out,Expense,-70.18
13-12-2013,Groceries,Expense,-17.4
13-12-2013,Eating Out,Expense,-15.07
13-12-2013,Groceries,Expense,-39.27
13-12-2013,Eating Out,Expense,-84.32
13-12-2013,Groceries,Expense,-97.03
13-12-2013,Eating Out,Expense,-40.23
13-12-2013,Transportation,Expense,-43.05
14-12-2013,Groceries,Expense,-62.9
14-12-2013,Groceries,Expense,-111.94
14-12-2013,Transportation,Expense,-56.77
14-12-2013,Transportation,Expense,-34.23
14-12-2013,Coffee/Snacks,Expense,-4.06
14-12-2013,Eating Out,Expense,-70.29
14-12-2013,Groceries,Expense,-97.82
15-12-2013,Salary,Income,2500
15-12-2013,Phone/Internet,Expense,-115.96
15-12-2013,Coffee/Snacks,Expense,-3.74
15-12-2013,Groceries,Expense,-51.46
15-12-2013,Transportation,Expense,-31.61
15-12-2013,Groceries,Expense,-99.64
16-12-2013,Eating Out,Expense,-70.03
16-12-2013,Coffee/Snacks,Expense,-3.12
16-12-2013,Eating Out,Expense,-47.93
16-12-2013,Coffee/Snacks,Expense,-4.21
16-12-2013,Eating Out,Expense,-64.97
16-12-2013,Transportation,Expense,-36.08
16-12-2013,Groceries,Expense,-72.79
17-12-2013,Groceries,Expense,-23.27
17-12-2013,Transportation,Expense,-49.25
17-12-2013,Eating Out,Expense,-32.65
17-12-2013,Eating Out,Expense,-99.23
18-12-2013,Eating Out,Expense,-32.67
18-12-2013,Transportation,Expense,-28.27
18-12-2013,Eating Out,Expense,-31.19
18-12-2013,Transportation,Expense,-33.36
18-12-2013,Coffee/Snacks,Expense,-22.57
18-12-2013,Coffee/Snacks,Expense,-11.36
18-12-2013,Groceries,Expense,-64.56
19-12-2013,Coffee/Snacks,Expense,-17.1
19-12-2013,Groceries,Expense,-26.42
19-12-2013,Transportation,Expense,-37.76
19-12-2013,Groceries,Expense,-29.97
19-12-2013,Coffee/Snacks,Expense,-9.88
20-12-2013,Eating Out,Expense,-28.59
